Casos,Casos por dia,Óbitos por dia,mes,dia,anos,date,ano_mes,anomes
5438958,4520,67,05,12,2022,2022-5-12,2022-5-1,2022-5
5443893,4935,84,05,13,2022,2022-5-13,2022-5-1,2022-5
5447605,3712,52,05,14,2022,2022-5-14,2022-5-1,2022-5
5449941,2336,41,05,15,2022,2022-5-15,2022-5-1,2022-5
5451144,1203,2,05,16,2022,2022-5-16,2022-5-1,2022-5
5455815,4671,63,05,17,2022,2022-5-17,2022-5-1,2022-5
5458472,2657,39,05,18,2022,2022-5-18,2022-5-1,2022-5
5459629,1157,50,05,19,2022,2022-5-19,2022-5-1,2022-5
5460193,564,49,05,20,2022,2022-5-20,2022-5-1,2022-5
5465958,5765,28,05,21,2022,2022-5-21,2022-5-1,2022-5
5467208,1250,9,05,22,2022,2022-5-22,2022-5-1,2022-5
5468187,979,5,05,23,2022,2022-5-23,2022-5-1,2022-5
5474146,5959,57,05,24,2022,2022-5-24,2022-5-1,2022-5
5480732,6586,41,05,25,2022,2022-5-25,2022-5-1,2022-5
5487134,6402,65,05,26,2022,2022-5-26,2022-5-1,2022-5
5493061,5927,69,05,27,2022,2022-5-27,2022-5-1,2022-5
5499768,6707,26,05,28,2022,2022-5-28,2022-5-1,2022-5
5502590,2822,21,05,29,2022,2022-5-29,2022-5-1,2022-5
5503518,928,7,05,30,2022,2022-5-30,2022-5-1,2022-5
5511939,8421,43,05,31,2022,2022-5-31,2022-5-1,2022-5
5520290,8351,47,06,1,2022,2022-6-1,2022-6-1,2022-6
5527726,7436,84,06,2,2022,2022-6-2,2022-6-1,2022-6
5527726,0,0,06,3,2022,2022-6-3,2022-6-1,2022-6
5543461,15735,0,06,4,2022,2022-6-4,2022-6-1,2022-6
5545979,2518,0,06,5,2022,2022-6-5,2022-6-1,2022-6
5547194,1215,0,06,6,2022,2022-6-6,2022-6-1,2022-6
5557582,10388,168,06,7,2022,2022-6-7,2022-6-1,2022-6
5566549,8967,58,06,8,2022,2022-6-8,2022-6-1,2022-6
5572697,6148,68,06,9,2022,2022-6-9,2022-6-1,2022-6
5583254,10557,68,06,10,2022,2022-6-10,2022-6-1,2022-6
5591276,8022,59,06,11,2022,2022-6-11,2022-6-1,2022-6
5595235,3959,9,06,12,2022,2022-6-12,2022-6-1,2022-6
5596714,1479,6,06,13,2022,2022-6-13,2022-6-1,2022-6
5606813,10099,74,06,14,2022,2022-6-14,2022-6-1,2022-6
5616538,9725,82,06,15,2022,2022-6-15,2022-6-1,2022-6
5625369,8831,85,06,16,2022,2022-6-16,2022-6-1,2022-6
5628078,2709,19,06,17,2022,2022-6-17,2022-6-1,2022-6
5631464,3386,41,06,18,2022,2022-6-18,2022-6-1,2022-6
5633543,2079,19,06,19,2022,2022-6-19,2022-6-1,2022-6
5635140,1597,7,06,20,2022,2022-6-20,2022-6-1,2022-6
5645947,10807,72,06,21,2022,2022-6-21,2022-6-1,2022-6
5655840,9893,0,06,22,2022,2022-6-22,2022-6-1,2022-6
5664927,9087,177,06,23,2022,2022-6-23,2022-6-1,2022-6
5674756,9829,101,06,24,2022,2022-6-24,2022-6-1,2022-6
5682235,7479,72,06,25,2022,2022-6-25,2022-6-1,2022-6
5685414,3179,7,06,26,2022,2022-6-26,2022-6-1,2022-6
5687485,2071,7,06,27,2022,2022-6-27,2022-6-1,2022-6
5697370,9885,122,06,28,2022,2022-6-28,2022-6-1,2022-6
5707821,10451,81,06,29,2022,2022-6-29,2022-6-1,2022-6
5718492,10671,90,06,30,2022,2022-6-30,2022-6-1,2022-6
5729407,10915,87,07,1,2022,2022-7-1,2022-7-1,2022-7
5738245,8838,61,07,2,2022,2022-7-2,2022-7-1,2022-7
5741923,3678,10,07,3,2022,2022-7-3,2022-7-1,2022-7
5743583,1660,7,07,4,2022,2022-7-4,2022-7-1,2022-7
5754078,10495,136,07,5,2022,2022-7-5,2022-7-1,2022-7
5765003,10925,98,07,6,2022,2022-7-6,2022-7-1,2022-7
5775223,10220,89,07,7,2022,2022-7-7,2022-7-1,2022-7
5784777,9554,83,07,8,2022,2022-7-8,2022-7-1,2022-7
5794001,9224,84,07,9,2022,2022-7-9,2022-7-1,2022-7
5797625,3624,7,07,10,2022,2022-7-10,2022-7-1,2022-7
5798700,1075,2,07,11,2022,2022-7-11,2022-7-1,2022-7
5808459,9759,124,07,12,2022,2022-7-12,2022-7-1,2022-7
5817223,8764,82,07,13,2022,2022-7-13,2022-7-1,2022-7
5825833,8610,74,07,14,2022,2022-7-14,2022-7-1,2022-7
5833620,7787,108,07,15,2022,2022-7-15,2022-7-1,2022-7
5841003,7383,88,07,16,2022,2022-7-16,2022-7-1,2022-7
5842570,1567,10,07,17,2022,2022-7-17,2022-7-1,2022-7
5843458,888,17,07,18,2022,2022-7-18,2022-7-1,2022-7
5852960,9502,111,07,19,2022,2022-7-19,2022-7-1,2022-7
5861263,8303,92,07,20,2022,2022-7-20,2022-7-1,2022-7
5867871,6608,87,07,21,2022,2022-7-21,2022-7-1,2022-7
5874616,6745,95,07,22,2022,2022-7-22,2022-7-1,2022-7
5880733,6117,77,07,23,2022,2022-7-23,2022-7-1,2022-7
5882959,2226,8,07,24,2022,2022-7-24,2022-7-1,2022-7
5883611,652,11,07,25,2022,2022-7-25,2022-7-1,2022-7
5890763,7152,99,07,26,2022,2022-7-26,2022-7-1,2022-7
5897859,7096,73,07,27,2022,2022-7-27,2022-7-1,2022-7
5904845,6986,89,07,28,2022,2022-7-28,2022-7-1,2022-7
5911552,6707,71,07,29,2022,2022-7-29,2022-7-1,2022-7
5917268,5716,48,07,30,2022,2022-7-30,2022-7-1,2022-7
5919446,2178,9,07,31,2022,2022-7-31,2022-7-1,2022-7
5920259,813,3,08,1,2022,2022-8-1,2022-8-1,2022-8
5927119,6860,89,08,2,2022,2022-8-2,2022-8-1,2022-8
5933089,5970,66,08,3,2022,2022-8-3,2022-8-1,2022-8
5938736,5647,58,08,4,2022,2022-8-4,2022-8-1,2022-8
5944141,5405,77,08,5,2022,2022-8-5,2022-8-1,2022-8
5948320,4179,79,08,6,2022,2022-8-6,2022-8-1,2022-8
5949473,1153,22,08,7,2022,2022-8-7,2022-8-1,2022-8
5950313,840,8,08,8,2022,2022-8-8,2022-8-1,2022-8
5955410,5097,72,08,9,2022,2022-8-9,2022-8-1,2022-8
5960782,5372,66,08,10,2022,2022-8-10,2022-8-1,2022-8
5965286,4504,39,08,11,2022,2022-8-11,2022-8-1,2022-8
5968917,3631,44,08,12,2022,2022-8-12,2022-8-1,2022-8
5973090,4173,71,08,13,2022,2022-8-13,2022-8-1,2022-8
5973904,814,14,08,14,2022,2022-8-14,2022-8-1,2022-8
5974191,287,16,08,15,2022,2022-8-15,2022-8-1,2022-8
5979460,5269,53,08,16,2022,2022-8-16,2022-8-1,2022-8
5984410,4950,70,08,17,2022,2022-8-17,2022-8-1,2022-8
5989405,4995,48,08,18,2022,2022-8-18,2022-8-1,2022-8
5993376,3971,33,08,19,2022,2022-8-19,2022-8-1,2022-8
5997822,4446,46,08,20,2022,2022-8-20,2022-8-1,2022-8
5999264,1442,2,08,21,2022,2022-8-21,2022-8-1,2022-8
5999806,542,3,08,22,2022,2022-8-22,2022-8-1,2022-8
6004283,4477,56,08,23,2022,2022-8-23,2022-8-1,2022-8
6008751,4468,16,08,24,2022,2022-8-24,2022-8-1,2022-8
6013105,4354,24,08,25,2022,2022-8-25,2022-8-1,2022-8
6016839,3734,28,08,26,2022,2022-8-26,2022-8-1,2022-8
6020485,3646,21,08,27,2022,2022-8-27,2022-8-1,2022-8
6021118,633,5,08,28,2022,2022-8-28,2022-8-1,2022-8
6021735,617,6,08,29,2022,2022-8-29,2022-8-1,2022-8
6026158,4423,44,08,30,2022,2022-8-30,2022-8-1,2022-8
6030546,4388,36,08,31,2022,2022-8-31,2022-8-1,2022-8
6033960,3414,44,09,1,2022,2022-9-1,2022-9-1,2022-9
6037128,3168,35,09,2,2022,2022-9-2,2022-9-1,2022-9
6039943,2815,33,09,3,2022,2022-9-3,2022-9-1,2022-9
6040654,711,0,09,4,2022,2022-9-4,2022-9-1,2022-9
6041109,455,0,09,5,2022,2022-9-5,2022-9-1,2022-9
6045123,4014,21,09,6,2022,2022-9-6,2022-9-1,2022-9
6048231,3108,10,09,7,2022,2022-9-7,2022-9-1,2022-9
6048691,460,2,09,8,2022,2022-9-8,2022-9-1,2022-9
6051911,3220,21,09,9,2022,2022-9-9,2022-9-1,2022-9
6055094,3183,19,09,10,2022,2022-9-10,2022-9-1,2022-9
6055708,614,1,09,11,2022,2022-9-11,2022-9-1,2022-9
6056142,434,3,09,12,2022,2022-9-12,2022-9-1,2022-9
6059011,2869,29,09,13,2022,2022-9-13,2022-9-1,2022-9
6062958,3947,26,09,14,2022,2022-9-14,2022-9-1,2022-9
6065920,2962,16,09,15,2022,2022-9-15,2022-9-1,2022-9
6068932,3012,42,09,16,2022,2022-9-16,2022-9-1,2022-9
6070983,2051,31,09,17,2022,2022-9-17,2022-9-1,2022-9
6071578,595,1,09,18,2022,2022-9-18,2022-9-1,2022-9
6072244,666,2,09,19,2022,2022-9-19,2022-9-1,2022-9
6074855,2611,19,09,20,2022,2022-9-20,2022-9-1,2022-9
6076896,2041,21,09,21,2022,2022-9-21,2022-9-1,2022-9
6079235,2339,32,09,22,2022,2022-9-22,2022-9-1,2022-9
6081683,2448,26,09,23,2022,2022-9-23,2022-9-1,2022-9
6084326,2643,0,09,24,2022,2022-9-24,2022-9-1,2022-9
6084604,278,10,09,25,2022,2022-9-25,2022-9-1,2022-9
6084812,208,1,09,26,2022,2022-9-26,2022-9-1,2022-9
6087468,2656,0,09,27,2022,2022-9-27,2022-9-1,2022-9
6089888,2420,0,09,28,2022,2022-9-28,2022-9-1,2022-9
6092896,3008,0,09,29,2022,2022-9-29,2022-9-1,2022-9
6096112,3216,0,09,30,2022,2022-9-30,2022-9-1,2022-9
6099193,3081,191,10,1,2022,2022-10-1,2022-10-1,2022-10
6099539,346,59,10,2,2022,2022-10-2,2022-10-1,2022-10
6099661,122,2,10,3,2022,2022-10-3,2022-10-1,2022-10
6102630,2969,57,10,4,2022,2022-10-4,2022-10-1,2022-10
6105805,3175,63,10,5,2022,2022-10-5,2022-10-1,2022-10
6108335,2530,73,10,6,2022,2022-10-6,2022-10-1,2022-10
6110305,1970,43,10,7,2022,2022-10-7,2022-10-1,2022-10
6112706,2401,22,10,8,2022,2022-10-8,2022-10-1,2022-10
6112986,280,7,10,9,2022,2022-10-9,2022-10-1,2022-10
6113201,215,2,10,10,2022,2022-10-10,2022-10-1,2022-10
6115707,2506,29,10,11,2022,2022-10-11,2022-10-1,2022-10
6118349,2642,50,10,12,2022,2022-10-12,2022-10-1,2022-10
6118357,8,20,10,13,2022,2022-10-13,2022-10-1,2022-10
6120384,2027,30,10,14,2022,2022-10-14,2022-10-1,2022-10
6122233,1849,0,10,15,2022,2022-10-15,2022-10-1,2022-10
6122233,0,0,10,16,2022,2022-10-16,2022-10-1,2022-10
6122754,521,35,10,17,2022,2022-10-17,2022-10-1,2022-10
6124591,1837,47,10,18,2022,2022-10-18,2022-10-1,2022-10
6126367,1776,37,10,19,2022,2022-10-19,2022-10-1,2022-10
6126367,0,0,10,20,2022,2022-10-20,2022-10-1,2022-10
6126367,0,0,10,21,2022,2022-10-21,2022-10-1,2022-10
6131859,5492,49,10,22,2022,2022-10-22,2022-10-1,2022-10
6132040,181,9,10,23,2022,2022-10-23,2022-10-1,2022-10
6132167,127,5,10,24,2022,2022-10-24,2022-10-1,2022-10
