MêsAno,me,Mês,Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
Jun/21,6,Jun,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,58542337.70,179413224.23,148817115.34,4833446.95
mai/21,5,mai,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,431700256.87,148316952.64,145289022.69,2990212.19
Mar/21,3,Mar,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,34058481.10,143548738.10,142633898.39,2846337.31
Jan/21,1,Jan,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,850777292.58,142025352.41,41767738.97,147552439.01
abr/21,4,abr,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,11781507.93,144753589.06,144517591.89,11428360.71
fev/21,2,fev,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,5667678.77,141824771.36,141733659.16,8362327.40
ago/21,8,ago,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,12406546.80,147246115.47,145326987.70,2580353.05
abr/21,4,abr,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,2997807.61,69843315.53,72237834.63,1910444.99
ago/21,8,ago,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,12837700.67,75183291.41,77810219.41,782430.53
Jan/21,1,Jan,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,547491296.61,69110955.09,21264555.26,61878665.40
fev/21,2,fev,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,2554344.53,69038490.62,70517210.96,5151358.93
Jul/21,7,Jul,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,21970144.88,79021997.64,100514238.45,2026401.11
Jun/21,6,Jun,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,200516816.15,96755017.94,77150657.08,3023679.57
Mar/21,3,Mar,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,67068743.25,71923127.90,67909337.55,1529972.39
mai/21,5,mai,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,17873331.36,77902140.80,71818702.18,848296.86
Mar/21,3,Mar,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,1298440.04,18256894.36,16935105.45,1693735.10
Jun/21,6,Jun,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,3288512.27,22936623.25,18597641.48,1658157.36
Jan/21,1,Jan,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,113411604.95,16907842.09,5726446.48,16101043.42
Jul/21,7,Jul,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,799548.14,18476217.36,22986656.74,508897.28
abr/21,4,abr,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,1081161.79,17615052.12,18634191.90,4694581.18
ago/21,8,ago,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,1327191.15,19211745.01,18570479.53,465856.58
fev/21,2,fev,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,469695.04,16550940.57,16809055.89,2241113.65
mai/21,5,mai,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,92634405.86,18548527.81,17257384.31,3083873.81
Jul/21,7,Jul,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,4751511.52,59567814.63,69886370.67,6549848.56
Jun/21,6,Jun,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,162505464.86,68799402.21,56675210.27,5227068.75
mai/21,5,mai,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,59166797.34,58229535.79,58138427.30,5730030.32
fev/21,2,fev,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,1520618.34,54599766.62,54953824.64,4175752.79
Jan/21,1,Jan,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,423764857.32,54644476.19,17711639.53,58899712.46
ago/21,8,ago,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,8770664.29,60826884.31,59846411.00,1701289.18
abr/21,4,abr,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,1620128.95,55414146.78,55666939.67,8921833.61
Mar/21,3,Mar,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,1208557.75,54692801.81,54242014.00,4035536.52
ago/21,8,ago,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,1269869.13,7443857.43,7330062.26,26925.92
Jan/21,1,Jan,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,6676544.34,6614218.63,2432478.80,5802004.52
Jul/21,7,Jul,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,14477055.26,7332659.31,8692833.44,206018.74
abr/21,4,abr,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,7918452.89,7817430.16,7067599.55,474196.27
Jun/21,6,Jun,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,16260197.43,9065585.52,7605040.55,424211.35
Mar/21,3,Mar,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,6994691.34,6915970.15,6714098.34,127394.39
fev/21,2,fev,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,6764687.10,6714417.55,6601582.30,634356.45
mai/21,5,mai,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,8270930.84,7293605.95,7916172.36,1358644.47
Jan/21,1,Jan,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,466531153.30,96057425.32,28390586.68,89034934.79
Jul/21,7,Jul,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,6299637.49,98283877.65,128870741.86,715308.15
Jun/21,6,Jun,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,263576249.91,129699132.26,103230932.98,6703213.10
mai/21,5,mai,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,97314202.72,110412630.39,103059268.76,1833446.51
fev/21,2,fev,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,72776188.30,95207370.43,95993235.00,6800242.47
Mar/21,3,Mar,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,23801847.24,95483490.31,94219498.83,3096607.52
abr/21,4,abr,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,57454049.79,95037991.45,96333057.80,9925146.76
ago/21,8,ago,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,72980239.68,102125890.78,99366247.11,661476.17
Mar/21,3,Mar,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,1631765.55,16823882.57,16632268.97,2218453.26
Jun/21,6,Jun,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,1995059.89,22222614.93,17121426.07,2111173.64
Jul/21,7,Jul,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,-130973.56,18205186.36,22670452.97,1634635.53
abr/21,4,abr,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,1343221.97,16909361.53,16917191.93,7292415.89
fev/21,2,fev,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,313124.10,16475880.57,17042000.49,3315886.69
mai/21,5,mai,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,71892459.97,17093757.06,17003649.02,1415532.98
ago/21,8,ago,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,-3449192.11,18010425.85,17871625.76,1352616.10
Jan/21,1,Jan,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,118438042.16,17139077.72,5281205.49,15473128.45
fev/21,2,fev,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,5536775.20,6673723.73,6632374.64,253315.07
ago/21,8,ago,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,5523024.39,7900466.52,8199068.99,542667.99
mai/21,5,mai,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,14651519.58,7995671.10,8070525.52,1290639.23
Jan/21,1,Jan,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,9973879.72,6554157.82,1572685.36,6051796.64
abr/21,4,abr,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,8679142.25,7911195.16,7433440.61,1326998.05
Jul/21,7,Jul,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,2003023.23,7891341.96,9919749.01,220923.41
Mar/21,3,Mar,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,6121100.59,7196530.39,6673702.58,429559.69
Jun/21,6,Jun,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,34984352.84,9988349.82,8881454.66,1279715.35
Jan/21,1,Jan,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,491711932.21,66189991.77,20985744.17,69214807.38
Mar/21,3,Mar,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,6006022.26,69909243.28,70211821.21,2950368.24
fev/21,2,fev,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,4606336.71,68668922.04,65527788.45,7063721.85
ago/21,8,ago,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,14290669.48,73934023.70,72017741.28,-5664055.46
Jun/21,6,Jun,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,13524887.13,94008139.93,73162983.94,5138319.18
abr/21,4,abr,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,5290855.15,70814584.05,70936843.04,6641146.74
Jul/21,7,Jul,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,25593391.62,86908595.51,108139644.17,6003857.55
mai/21,5,mai,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,270673132.01,75161310.28,75825727.74,3797756.98
abr/21,4,abr,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,13546772.59,30955925.51,30884835.74,6334200.03
Mar/21,3,Mar,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,29348207.27,30096863.48,27527889.52,3026506.28
Jan/21,1,Jan,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,114992703.08,27029937.78,8789670.13,25576553.41
mai/21,5,mai,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,50870827.33,29718025.85,30379837.53,3865794.20
Jun/21,6,Jun,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,38297945.92,38359599.90,30340463.43,3077852.71
Jul/21,7,Jul,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,64463755.14,33507896.17,41519738.98,533688.00
ago/21,8,ago,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,10151324.04,31244850.71,30760127.07,4107405.88
fev/21,2,fev,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,2026935.04,27077299.61,27091436.77,3454090.52
Jul/21,7,Jul,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,296858595.78,188626353.88,249857651.02,2461586.81
mai/21,5,mai,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,218380522.32,190789756.56,183617797.12,6497616.53
abr/21,4,abr,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,20788561.04,184519862.89,193914235.45,8485304.99
fev/21,2,fev,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,11323312.77,179175947.20,175484444.39,17211920.02
ago/21,8,ago,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,114165654.88,188376085.49,188784053.86,1321090.87
Jun/21,6,Jun,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,184213849.69,247001773.98,182236580.18,19514650.25
Mar/21,3,Mar,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,15188684.12,189693281.35,179138258.83,19832849.00
Jan/21,1,Jan,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,1196506731.47,172074113.25,49983259.63,139040015.25
Jul/21,7,Jul,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,29828112.06,35468734.04,44018724.79,1512746.06
mai/21,5,mai,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,73838439.38,33160456.05,38670232.31,2921981.59
abr/21,4,abr,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,12750823.37,34979238.34,29298197.64,4600339.09
Jan/21,1,Jan,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,193464406.01,31511644.25,10019369.25,27168574.04
Mar/21,3,Mar,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,5183051.61,32371514.94,32001405.03,1948233.66
Jun/21,6,Jun,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,12740391.13,43348674.24,32809074.31,3193995.88
fev/21,2,fev,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,1505572.20,32017495.84,31406886.17,2731500.92
ago/21,8,ago,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,25021202.80,35146676.88,35688831.67,2405508.70
abr/21,4,abr,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,14607011.01,138359108.00,139954178.30,14188737.59
ago/21,8,ago,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,10371440.80,137460064.79,137648949.08,5415985.71
Jun/21,6,Jun,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,22363450.63,181283071.42,138788075.72,9207061.36
Jul/21,7,Jul,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,12661611.06,138379575.91,179480520.12,5552113.56
Jan/21,1,Jan,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,1050688790.65,131995877.96,39332582.16,117199158.27
fev/21,2,fev,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,8304526.23,132512880.98,131525181.29,12541796.35
Mar/21,3,Mar,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,5941666.39,136301258.94,133129210.42,6371315.40
mai/21,5,mai,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,459640369.03,135916005.39,133283306.07,2719519.52
fev/21,2,fev,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,4409464.63,4949296.83,5805027.31,542363.65
ago/21,8,ago,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,10196504.85,6591546.75,6724334.02,305778.05
Jun/21,6,Jun,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,7058802.99,7724787.66,6217882.22,81500.65
Mar/21,3,Mar,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,5077826.69,5904012.04,5889902.52,289710.65
Jul/21,7,Jul,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,18018536.02,6799736.01,7697451.06,206922.60
Jan/21,1,Jan,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,10192085.43,5720674.57,1211298.43,5765549.44
abr/21,4,abr,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,5834133.29,6057517.03,6000006.42,842464.51
mai/21,5,mai,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,8766726.71,6068922.09,6064283.86,238980.97
mai/21,5,mai,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,11524721.27,16971998.95,16973320.60,1402716.84
fev/21,2,fev,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,756094.20,16285885.59,16531455.26,1684301.30
abr/21,4,abr,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,1570446.47,17057496.42,16788265.75,4908789.86
Jan/21,1,Jan,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,54010371.91,16510986.02,5650665.00,13940137.20
Mar/21,3,Mar,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,39897738.93,16693839.05,16381923.23,1113652.07
Jul/21,7,Jul,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,2963143.22,17503647.38,22358452.85,2136201.05
Jun/21,6,Jun,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,47411433.35,22511082.91,17400778.50,2462215.46
ago/21,8,ago,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,2247275.00,18004714.47,17497730.53,2783138.09
abr/21,4,abr,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,58254315.59,135225769.53,132543406.30,28350244.25
Mar/21,3,Mar,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,10744038.93,137113340.89,130483512.23,10880420.23
Jul/21,7,Jul,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,53140178.33,140789435.29,185773981.87,19673473.21
Jan/21,1,Jan,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,982838447.83,131330445.20,39109127.75,119805699.48
mai/21,5,mai,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,89212437.12,140550782.45,139394835.27,22881196.60
ago/21,8,ago,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,91379984.93,143818863.94,139604519.10,6461835.87
fev/21,2,fev,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,9951754.37,130503868.11,132524959.36,15870360.94
Jun/21,6,Jun,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,119938963.13,185822612.71,143345920.43,19354941.35
Jan/21,1,Jan,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,653005520.11,113208756.52,32997135.77,86997216.12
fev/21,2,fev,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,85500707.67,107164119.05,112469002.86,5344231.28
Mar/21,3,Mar,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,5698877.31,107559399.94,107602192.08,7401931.54
Jun/21,6,Jun,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,126114866.08,140335798.13,108025079.60,7320395.14
ago/21,8,ago,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,64794637.56,110983629.94,110812753.35,3953895.82
abr/21,4,abr,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,109582608.88,106284331.69,108859607.16,23621959.40
mai/21,5,mai,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,33170599.67,109307674.54,108462037.13,8243238.15
Jul/21,7,Jul,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,135190949.01,110043986.33,138420160.44,4449791.32
Mar/21,3,Mar,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,27270035.46,108356031.23,108700685.87,5348956.88
ago/21,8,ago,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,120799450.65,111722340.81,112633348.42,2151001.16
Jan/21,1,Jan,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,705103427.83,111768336.12,38598356.62,78977403.54
abr/21,4,abr,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,17680904.86,108694471.81,108993764.03,12115361.14
mai/21,5,mai,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,111011601.69,111699682.26,108413719.94,7521543.58
Jun/21,6,Jun,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,197859322.03,150025509.55,111269524.89,9515062.62
Jul/21,7,Jul,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,30107294.98,112408952.64,148881073.54,3243914.95
fev/21,2,fev,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,7420199.33,108592674.16,107204989.85,8813551.86
Jan/21,1,Jan,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,515261999.52,68154408.25,18634799.35,62638892.07
Mar/21,3,Mar,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,3757335.63,69812541.27,68239267.00,4530575.57
abr/21,4,abr,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,68310333.42,70737776.90,70444740.21,9917936.79
Jun/21,6,Jun,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,13910848.97,92391152.86,72022803.90,6919747.87
mai/21,5,mai,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,226617716.68,71675113.53,70806838.27,4412342.53
fev/21,2,fev,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,2541092.61,68212435.80,68407730.35,4891451.50
ago/21,8,ago,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,11589730.68,74638330.31,74242939.44,2899441.16
Jul/21,7,Jul,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,5437064.42,71105939.89,91704538.41,5700536.39
Jul/21,7,Jul,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,297055.26,4363781.93,5374902.91,11358.15
ago/21,8,ago,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,2371103.20,4265664.26,4357001.87,1620.00
Jan/21,1,Jan,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,5975792.74,4208033.86,1534741.98,3783084.31
abr/21,4,abr,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,778798.97,4178135.03,4220959.58,96951.67
fev/21,2,fev,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,3483328.50,4286765.81,4215548.25,9669.77
Jun/21,6,Jun,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,9246979.63,5385992.12,4217517.20,1138245.31
Mar/21,3,Mar,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,8521441.84,4204697.90,4284138.30,6700.06
mai/21,5,mai,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,6980908.24,4204848.28,4182138.50,34944.64
Jun/21,6,Jun,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,4236090.00,11099875.73,8871940.90,1529274.75
Jul/21,7,Jul,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,10966032.99,9164205.19,11216124.75,498970.84
Jan/21,1,Jan,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,44110103.40,7950845.85,2495835.65,6585733.94
fev/21,2,fev,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,563055.09,7715185.67,7968729.77,1603552.14
abr/21,4,abr,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,5652083.88,9027016.43,8511129.43,1927996.50
Mar/21,3,Mar,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,1096951.79,8105497.97,7752335.67,597239.12
mai/21,5,mai,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,34069385.72,8954395.28,8857799.71,860066.67
ago/21,8,ago,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,1880540.31,9442930.21,9247983.36,537628.24
ago/21,8,ago,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,116427752.42,130175500.92,130740233.67,1976925.58
Mar/21,3,Mar,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,23132225.37,129660997.45,122877152.51,2640173.00
Jan/21,1,Jan,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,820485497.41,122369580.52,35827539.52,101891721.01
abr/21,4,abr,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,130163063.69,124833344.79,131659228.29,10960479.03
mai/21,5,mai,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,41490245.87,136661204.43,132963892.24,5338789.13
fev/21,2,fev,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,25553991.70,121872030.61,121854096.63,5728327.90
Jul/21,7,Jul,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,45748075.30,132521630.31,169668564.50,2901604.53
Jun/21,6,Jun,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,259430786.49,165890702.21,128007283.76,5852825.97
mai/21,5,mai,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,4894988.64,4654832.81,4474503.76,69527.00
fev/21,2,fev,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,4153814.59,4278056.60,4468787.95,127561.91
Jul/21,7,Jul,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,3801727.00,4664919.10,5902398.73,92950.00
ago/21,8,ago,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,5185361.10,4573278.56,4666464.89,87020.00
abr/21,4,abr,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,4579571.41,4384089.74,4317742.60,1689147.58
Mar/21,3,Mar,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,3821889.75,4287922.44,4272540.30,246877.09
Jun/21,6,Jun,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,15332739.50,6022551.70,4728693.31,799929.26
Jan/21,1,Jan,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,6074872.61,4536434.55,1660562.22,4292305.38
ago/21,8,ago,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,38160270.02,81114961.74,81165028.10,1458553.17
Jan/21,1,Jan,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,504767843.62,76794960.91,21358922.85,70905517.59
mai/21,5,mai,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,175273787.49,81592166.95,84732011.91,3847566.53
Jun/21,6,Jun,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,66477776.34,105920968.99,81824014.80,4408248.45
Mar/21,3,Mar,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,87027039.37,79697742.79,83606929.13,3840738.74
fev/21,2,fev,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,11796672.79,77397258.97,71529575.70,5010169.14
Jul/21,7,Jul,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,15607669.80,80559662.87,105204386.14,1908501.72
abr/21,4,abr,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,17337129.75,85003986.33,80702638.69,4677648.39
mai/21,5,mai,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,75330689.63,49657032.10,48196226.43,2787131.35
abr/21,4,abr,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,32573685.64,42583768.92,42202472.53,416737.02
ago/21,8,ago,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,5639953.76,44138244.03,44676531.81,13057083.71
fev/21,2,fev,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,2957572.68,42358790.50,42941960.36,58519.91
