Mês Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
Mar/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"3.494.526,90","19.863.974,21","19.777.095,39","1.322.031,26"
Jun/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"54.626.290,40","26.340.891,59","20.568.392,83","4.121.960,80"
Jul/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"3.341.761,62","20.793.249,16","26.286.791,58","3.583.676,00"
fev/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"2.537.159,47","19.825.683,36","20.518.757,87","2.618.105,75"
Jan/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"59.937.820,72","20.429.062,93","6.537.410,83","14.831.820,28"
mai/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"22.938.242,90","20.423.100,10","21.039.497,94","2.425.951,30"
Jul/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"18.030.839,05","12.583.410,53","15.653.247,85","951.141,39"
Mar/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"1.779.021,97","12.100.481,71","11.136.184,59","443.603,17"
Jan/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"58.498.897,72","11.686.960,09","4.101.442,37","9.656.384,71"
abr/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"4.412.156,06","12.819.523,37","13.231.415,64","2.035.996,74"
Jun/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"5.367.860,32","15.234.435,68","12.468.114,42","1.147.151,58"
ago/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"17.003.824,37","12.253.571,63","12.324.103,04","158.881,36"
fev/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"1.249.217,20","11.462.233,42","11.818.653,49","905.661,29"
mai/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"21.356.771,75","13.134.021,73","12.565.805,14","2.654.561,78"
Jul/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"116.011.991,13","146.299.600,07","178.239.711,44","5.498.041,97"
Jun/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"58.542.337,70","179.413.224,23","148.817.115,34","4.833.446,95"
mai/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"431.700.256,87","148.316.952,64","145.289.022,69","2.990.212,19"
Mar/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"34.058.481,10","143.548.738,10","142.633.898,39","2.846.337,31"
Jan/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"850.777.292,58","142.025.352,41","41.767.738,97","147.552.439,01"
abr/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"11.781.507,93","144.753.589,06","144.517.591,89","11.428.360,71"
fev/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"5.667.678,77","141.824.771,36","141.733.659,16","8.362.327,40"
ago/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"12.406.546,80","147.246.115,47","145.326.987,70","2.580.353,05"
abr/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"2.997.807,61","69.843.315,53","72.237.834,63","1.910.444,99"
ago/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"12.837.700,67","75.183.291,41","77.810.219,41","782.430,53"
Jan/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"547.491.296,61","69.110.955,09","21.264.555,26","61.878.665,40"
fev/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"2.554.344,53","69.038.490,62","70.517.210,96","5.151.358,93"
Jul/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"21.970.144,88","79.021.997,64","100.514.238,45","2.026.401,11"
Jun/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"200.516.816,15","96.755.017,94","77.150.657,08","3.023.679,57"
Mar/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"67.068.743,25","71.923.127,90","67.909.337,55","1.529.972,39"
mai/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"17.873.331,36","77.902.140,80","71.818.702,18","848.296,86"
Mar/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"1.298.440,04","18.256.894,36","16.935.105,45","1.693.735,10"
Jun/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"3.288.512,27","22.936.623,25","18.597.641,48","1.658.157,36"
Jan/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"113.411.604,95","16.907.842,09","5.726.446,48","16.101.043,42"
Jul/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"799.548,14","18.476.217,36","22.986.656,74","508.897,28"
abr/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"1.081.161,79","17.615.052,12","18.634.191,90","4.694.581,18"
ago/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"1.327.191,15","19.211.745,01","18.570.479,53","465.856,58"
fev/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"469.695,04","16.550.940,57","16.809.055,89","2.241.113,65"
mai/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"92.634.405,86","18.548.527,81","17.257.384,31","3.083.873,81"
Jul/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"4.751.511,52","59.567.814,63","69.886.370,67","6.549.848,56"
Jun/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"162.505.464,86","68.799.402,21","56.675.210,27","5.227.068,75"
mai/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"59.166.797,34","58.229.535,79","58.138.427,30","5.730.030,32"
fev/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"1.520.618,34","54.599.766,62","54.953.824,64","4.175.752,79"
Jan/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"423.764.857,32","54.644.476,19","17.711.639,53","58.899.712,46"
ago/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"8.770.664,29","60.826.884,31","59.846.411,00","1.701.289,18"
abr/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"1.620.128,95","55.414.146,78","55.666.939,67","8.921.833,61"
Mar/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"1.208.557,75","54.692.801,81","54.242.014,00","4.035.536,52"
ago/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"1.269.869,13","7.443.857,43","7.330.062,26","26.925,92"
Jan/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"6.676.544,34","6.614.218,63","2.432.478,80","5.802.004,52"
Jul/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"14.477.055,26","7.332.659,31","8.692.833,44","206.018,74"
abr/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"7.918.452,89","7.817.430,16","7.067.599,55","474.196,27"
Jun/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"16.260.197,43","9.065.585,52","7.605.040,55","424.211,35"
Mar/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"6.994.691,34","6.915.970,15","6.714.098,34","127.394,39"
fev/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"6.764.687,10","6.714.417,55","6.601.582,30","634.356,45"
mai/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"8.270.930,84","7.293.605,95","7.916.172,36","1.358.644,47"
Jan/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"466.531.153,30","96.057.425,32","28.390.586,68","89.034.934,79"
Jul/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"6.299.637,49","98.283.877,65","128.870.741,86","715.308,15"
Jun/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"263.576.249,91","129.699.132,26","103.230.932,98","6.703.213,10"
mai/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"97.314.202,72","110.412.630,39","103.059.268,76","1.833.446,51"
fev/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"72.776.188,30","95.207.370,43","95.993.235,00","6.800.242,47"
Mar/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"23.801.847,24","95.483.490,31","94.219.498,83","3.096.607,52"
abr/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"57.454.049,79","95.037.991,45","96.333.057,80","9.925.146,76"
ago/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"72.980.239,68","102.125.890,78","99.366.247,11","661.476,17"
Mar/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"1.631.765,55","16.823.882,57","16.632.268,97","2.218.453,26"
Jun/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"1.995.059,89","22.222.614,93","17.121.426,07","2.111.173,64"
Jul/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"-130.973,56","18.205.186,36","22.670.452,97","1.634.635,53"
abr/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"1.343.221,97","16.909.361,53","16.917.191,93","7.292.415,89"
fev/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"313.124,10","16.475.880,57","17.042.000,49","3.315.886,69"
mai/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"71.892.459,97","17.093.757,06","17.003.649,02","1.415.532,98"
ago/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"-3.449.192,11","18.010.425,85","17.871.625,76","1.352.616,10"
Jan/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"118.438.042,16","17.139.077,72","5.281.205,49","15.473.128,45"
fev/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"5.536.775,20","6.673.723,73","6.632.374,64","253.315,07"
ago/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"5.523.024,39","7.900.466,52","8.199.068,99","542.667,99"
mai/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"14.651.519,58","7.995.671,10","8.070.525,52","1.290.639,23"
Jan/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"9.973.879,72","6.554.157,82","1.572.685,36","6.051.796,64"
abr/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"8.679.142,25","7.911.195,16","7.433.440,61","1.326.998,05"
Jul/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"2.003.023,23","7.891.341,96","9.919.749,01","220.923,41"
Mar/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"6.121.100,59","7.196.530,39","6.673.702,58","429.559,69"
Jun/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"34.984.352,84","9.988.349,82","8.881.454,66","1.279.715,35"
Jan/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"491.711.932,21","66.189.991,77","20.985.744,17","69.214.807,38"
Mar/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"6.006.022,26","69.909.243,28","70.211.821,21","2.950.368,24"
fev/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"4.606.336,71","68.668.922,04","65.527.788,45","7.063.721,85"
ago/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"14.290.669,48","73.934.023,70","72.017.741,28","-5.664.055,46"
Jun/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"13.524.887,13","94.008.139,93","73.162.983,94","5.138.319,18"
abr/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"5.290.855,15","70.814.584,05","70.936.843,04","6.641.146,74"
Jul/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"25.593.391,62","86.908.595,51","108.139.644,17","6.003.857,55"
mai/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"270.673.132,01","75.161.310,28","75.825.727,74","3.797.756,98"
abr/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"13.546.772,59","30.955.925,51","30.884.835,74","6.334.200,03"
Mar/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"29.348.207,27","30.096.863,48","27.527.889,52","3.026.506,28"
Jan/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"114.992.703,08","27.029.937,78","8.789.670,13","25.576.553,41"
mai/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"50.870.827,33","29.718.025,85","30.379.837,53","3.865.794,20"
Jun/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"38.297.945,92","38.359.599,90","30.340.463,43","3.077.852,71"
Jul/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"64.463.755,14","33.507.896,17","41.519.738,98","533.688,00"
ago/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"10.151.324,04","31.244.850,71","30.760.127,07","4.107.405,88"
fev/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"2.026.935,04","27.077.299,61","27.091.436,77","3.454.090,52"
Jul/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"296.858.595,78","188.626.353,88","249.857.651,02","2.461.586,81"
mai/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"218.380.522,32","190.789.756,56","183.617.797,12","6.497.616,53"
abr/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"20.788.561,04","184.519.862,89","193.914.235,45","8.485.304,99"
fev/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"11.323.312,77","179.175.947,20","175.484.444,39","17.211.920,02"
ago/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"114.165.654,88","188.376.085,49","188.784.053,86","1.321.090,87"
Jun/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"184.213.849,69","247.001.773,98","182.236.580,18","19.514.650,25"
Mar/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"15.188.684,12","189.693.281,35","179.138.258,83","19.832.849,00"
Jan/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"1.196.506.731,47","172.074.113,25","49.983.259,63","139.040.015,25"
Jul/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"29.828.112,06","35.468.734,04","44.018.724,79","1.512.746,06"
mai/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"73.838.439,38","33.160.456,05","38.670.232,31","2.921.981,59"
abr/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"12.750.823,37","34.979.238,34","29.298.197,64","4.600.339,09"
Jan/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"193.464.406,01","31.511.644,25","10.019.369,25","27.168.574,04"
Mar/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"5.183.051,61","32.371.514,94","32.001.405,03","1.948.233,66"
Jun/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"12.740.391,13","43.348.674,24","32.809.074,31","3.193.995,88"
fev/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"1.505.572,20","32.017.495,84","31.406.886,17","2.731.500,92"
ago/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"25.021.202,80","35.146.676,88","35.688.831,67","2.405.508,70"
abr/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"14.607.011,01","138.359.108,00","139.954.178,30","14.188.737,59"
ago/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"10.371.440,80","137.460.064,79","137.648.949,08","5.415.985,71"
Jun/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"22.363.450,63","181.283.071,42","138.788.075,72","9.207.061,36"
Jul/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"12.661.611,06","138.379.575,91","179.480.520,12","5.552.113,56"
Jan/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"1.050.688.790,65","131.995.877,96","39.332.582,16","117.199.158,27"
fev/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"8.304.526,23","132.512.880,98","131.525.181,29","12.541.796,35"
Mar/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"5.941.666,39","136.301.258,94","133.129.210,42","6.371.315,40"
mai/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"459.640.369,03","135.916.005,39","133.283.306,07","2.719.519,52"
fev/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"4.409.464,63","4.949.296,83","5.805.027,31","542.363,65"
ago/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"10.196.504,85","6.591.546,75","6.724.334,02","305.778,05"
Jun/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"7.058.802,99","7.724.787,66","6.217.882,22","81.500,65"
Mar/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"5.077.826,69","5.904.012,04","5.889.902,52","289.710,65"
Jul/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"18.018.536,02","6.799.736,01","7.697.451,06","206.922,60"
Jan/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"10.192.085,43","5.720.674,57","1.211.298,43","5.765.549,44"
abr/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"5.834.133,29","6.057.517,03","6.000.006,42","842.464,51"
mai/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"8.766.726,71","6.068.922,09","6.064.283,86","238.980,97"
mai/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"11.524.721,27","16.971.998,95","16.973.320,60","1.402.716,84"
fev/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"756.094,20","16.285.885,59","16.531.455,26","1.684.301,30"
abr/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"1.570.446,47","17.057.496,42","16.788.265,75","4.908.789,86"
Jan/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"54.010.371,91","16.510.986,02","5.650.665,00","13.940.137,20"
Mar/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"39.897.738,93","16.693.839,05","16.381.923,23","1.113.652,07"
Jul/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"2.963.143,22","17.503.647,38","22.358.452,85","2.136.201,05"
Jun/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"47.411.433,35","22.511.082,91","17.400.778,50","2.462.215,46"
ago/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"2.247.275,00","18.004.714,47","17.497.730,53","2.783.138,09"
abr/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"58.254.315,59","135.225.769,53","132.543.406,30","28.350.244,25"
Mar/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"10.744.038,93","137.113.340,89","130.483.512,23","10.880.420,23"
Jul/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"53.140.178,33","140.789.435,29","185.773.981,87","19.673.473,21"
Jan/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"982.838.447,83","131.330.445,20","39.109.127,75","119.805.699,48"
mai/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"89.212.437,12","140.550.782,45","139.394.835,27","22.881.196,60"
ago/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"91.379.984,93","143.818.863,94","139.604.519,10","6.461.835,87"
fev/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"9.951.754,37","130.503.868,11","132.524.959,36","15.870.360,94"
Jun/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"119.938.963,13","185.822.612,71","143.345.920,43","19.354.941,35"
Jan/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"653.005.520,11","113.208.756,52","32.997.135,77","86.997.216,12"
fev/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"85.500.707,67","107.164.119,05","112.469.002,86","5.344.231,28"
Mar/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"5.698.877,31","107.559.399,94","107.602.192,08","7.401.931,54"
Jun/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"126.114.866,08","140.335.798,13","108.025.079,60","7.320.395,14"
ago/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"64.794.637,56","110.983.629,94","110.812.753,35","3.953.895,82"
abr/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"109.582.608,88","106.284.331,69","108.859.607,16","23.621.959,40"
mai/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"33.170.599,67","109.307.674,54","108.462.037,13","8.243.238,15"
Jul/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"135.190.949,01","110.043.986,33","138.420.160,44","4.449.791,32"
Mar/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"27.270.035,46","108.356.031,23","108.700.685,87","5.348.956,88"
ago/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"120.799.450,65","111.722.340,81","112.633.348,42","2.151.001,16"
Jan/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"705.103.427,83","111.768.336,12","38.598.356,62","78.977.403,54"
abr/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"17.680.904,86","108.694.471,81","108.993.764,03","12.115.361,14"
mai/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"111.011.601,69","111.699.682,26","108.413.719,94","7.521.543,58"
Jun/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"197.859.322,03","150.025.509,55","111.269.524,89","9.515.062,62"
Jul/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"30.107.294,98","112.408.952,64","148.881.073,54","3.243.914,95"
fev/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"7.420.199,33","108.592.674,16","107.204.989,85","8.813.551,86"
Jan/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"515.261.999,52","68.154.408,25","18.634.799,35","62.638.892,07"
Mar/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"3.757.335,63","69.812.541,27","68.239.267,00","4.530.575,57"
abr/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"68.310.333,42","70.737.776,90","70.444.740,21","9.917.936,79"
Jun/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"13.910.848,97","92.391.152,86","72.022.803,90","6.919.747,87"
mai/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"226.617.716,68","71.675.113,53","70.806.838,27","4.412.342,53"
fev/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"2.541.092,61","68.212.435,80","68.407.730,35","4.891.451,50"
ago/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"11.589.730,68","74.638.330,31","74.242.939,44","2.899.441,16"
Jul/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"5.437.064,42","71.105.939,89","91.704.538,41","5.700.536,39"
Jul/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"297.055,26","4.363.781,93","5.374.902,91","11.358,15"
ago/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"2.371.103,20","4.265.664,26","4.357.001,87","1.620,00"
Jan/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"5.975.792,74","4.208.033,86","1.534.741,98","3.783.084,31"
abr/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"778.798,97","4.178.135,03","4.220.959,58","96.951,67"
fev/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"3.483.328,50","4.286.765,81","4.215.548,25","9.669,77"
Jun/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"9.246.979,63","5.385.992,12","4.217.517,20","1.138.245,31"
Mar/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"8.521.441,84","4.204.697,90","4.284.138,30","6.700,06"
mai/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"6.980.908,24","4.204.848,28","4.182.138,50","34.944,64"
Jun/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"4.236.090,00","11.099.875,73","8.871.940,90","1.529.274,75"
Jul/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"10.966.032,99","9.164.205,19","11.216.124,75","498.970,84"
Jan/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"44.110.103,40","7.950.845,85","2.495.835,65","6.585.733,94"
fev/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"563.055,09","7.715.185,67","7.968.729,77","1.603.552,14"
abr/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"5.652.083,88","9.027.016,43","8.511.129,43","1.927.996,50"
Mar/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"1.096.951,79","8.105.497,97","7.752.335,67","597.239,12"
mai/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"34.069.385,72","8.954.395,28","8.857.799,71","860.066,67"
ago/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"1.880.540,31","9.442.930,21","9.247.983,36","537.628,24"
ago/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"116.427.752,42","130.175.500,92","130.740.233,67","1.976.925,58"
Mar/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"23.132.225,37","129.660.997,45","122.877.152,51","2.640.173,00"
Jan/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"820.485.497,41","122.369.580,52","35.827.539,52","101.891.721,01"
abr/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"130.163.063,69","124.833.344,79","131.659.228,29","10.960.479,03"
mai/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"41.490.245,87","136.661.204,43","132.963.892,24","5.338.789,13"
fev/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"25.553.991,70","121.872.030,61","121.854.096,63","5.728.327,90"
Jul/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"45.748.075,30","132.521.630,31","169.668.564,50","2.901.604,53"
Jun/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"259.430.786,49","165.890.702,21","128.007.283,76","5.852.825,97"
