Ano,mes,Empresa (nome),Empresa (sigla),Empresa (pais),Natureza,Passageiros,carga e correio (kg)
2019,4,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,767,0
2019,4,AVIACON ZITOTRANS,AZS,RÃšSSIA,INTERNACIONAL,0,9570
2019,4,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,1996725,6812631
2019,4,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,94811,1903758
2019,4,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,26222,1886211
2019,4,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,9289,34543
2019,4,AIR CHINA,CCA,CHINA,INTERNACIONAL,5378,245542
2019,4,CONDOR FLUGDIENST GMBH,CFG,ALEMANHA,INTERNACIONAL,3364,43297
2019,4,KALITTA AIR LLC,CKS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,28519
2019,4,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,3536642
2019,4,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,82064,125957
2019,4,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,39211,732087
2019,4,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,37353,1314995
2019,4,LAN ARGENTINA S.A.,DSM,ARGENTINA,INTERNACIONAL,19081,12127
2019,4,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,8194,282332
2019,4,EDELWEISS AIR AG,EDW,SUÃÃ‡A,INTERNACIONAL,4138,77458
2019,4,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,13987,500560
2019,4,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1012662
2019,4,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,1960188
2019,4,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,2446593,8374180
2019,4,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,157889,155455
2019,4,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,5733033
2019,4,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,30716,916429
2019,4,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,1855583
2019,4,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,43454,1717519
2019,4,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1702889
2019,4,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,30611,1104234
2019,4,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,25394,39389
2019,4,"""LÃNEAS AÃ‰REAS SURAMERICANAS """,LAS,COLÃ”MBIA,INTERNACIONAL,0,46324
2019,4,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,2397581
2019,4,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,29489,594512
2019,4,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3479649
2019,4,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,6017144
2019,4,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,894443
2019,4,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,246758
2019,4,NATIONAL AIRLINES..,NCR,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,96173
2019,4,NORWEGIAN AIR UKÂ LIMITED,NRS,REINO UNIDO,INTERNACIONAL,6954,90851
2019,4,FLYEST LINEAS AÃ‰REAS (EX SOL S.A. LINEAS AEREAS),OLS,ARGENTINA,INTERNACIONAL,451,0
2019,4,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,DOMÃ‰STICA,502089,1694370
2019,4,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,INTERNACIONAL,159,1
2019,4,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1157,68736
2019,4,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,11425,0
2019,4,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,31503,11
2019,4,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,24391,1211690
2019,4,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,7944,205799
2019,4,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,604,0
2019,4,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,9966,209780
2019,4,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,0,3778026
2019,4,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,600,0
2019,4,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,9130,0
2019,4,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,1313,651
2019,4,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,18490,1105541
2019,4,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,455829,9881195
2019,4,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2341061,11154762
2019,4,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,138700,4325332
2019,4,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,1836,130
2019,4,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,23808,812346
2019,4,TRANSCARGA INTERNATIONAL AIRWAYS C.A.,TIW,VENEZUELA,INTERNACIONAL,0,17771
2019,4,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1936109
2019,4,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,26518,430953
2019,4,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,5214,1227782
2019,4,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,49359,1944647
2019,4,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,58737,1861777
2019,4,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1790690
2019,5,AIGLE AZUR,AAF,FRANÃ‡A,INTERNACIONAL,9619,91740
2019,5,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,106188,3827370
2019,5,AIRBRIDGE CARGO AIRLINES (VOLGA-DNEPR GROUP),ABW,RÃšSSIA,INTERNACIONAL,0,38925
2019,5,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,17372,674497
2019,5,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,27124,669531
2019,5,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,60619,1970860
2019,5,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,13130,609716
2019,5,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,65318,26528
2019,5,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,4021,1462
2019,5,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,33714,623637
2019,5,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,38716,544134
2019,5,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,608,0
2019,5,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,2082235,7891424
2019,5,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,96790,2022407
2019,5,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,27576,1817620
2019,5,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,8245,30775
2019,5,AIR CHINA,CCA,CHINA,INTERNACIONAL,6604,262670
2019,5,CONDOR FLUGDIENST GMBH,CFG,ALEMANHA,INTERNACIONAL,3355,44404
2019,5,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,3331799
2019,5,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,90170,113023
2019,5,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,42073,762366
2019,5,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,39516,1407365
2019,5,LAN ARGENTINA S.A.,DSM,ARGENTINA,INTERNACIONAL,18442,11411
2019,5,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,7889,151981
2019,5,EDELWEISS AIR AG,EDW,SUÃÃ‡A,INTERNACIONAL,3184,46646
2019,5,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,13968,562393
2019,5,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1208562
2019,5,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,674599
2019,5,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,2579897,8209596
2019,5,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,154356,176215
2019,5,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,5719106
2019,5,HILLWOOD AIRWAYS,HWA,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,54,0
2019,5,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,31868,942837
2019,5,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2095951
2019,5,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,43509,1599152
2019,5,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1687734
2019,5,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,58594,1080633
2019,5,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,30688,54303
2019,5,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,2583524
2019,5,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,30163,583127
2019,5,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3958022
2019,5,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,6148331
2019,5,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,932000
2019,5,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,599957
2019,5,NORWEGIAN AIR UKÂ LIMITED,NRS,REINO UNIDO,INTERNACIONAL,8569,43201
2019,5,FLYEST LINEAS AÃ‰REAS (EX SOL S.A. LINEAS AEREAS),OLS,ARGENTINA,INTERNACIONAL,96,0
2019,5,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1365,43417
2019,5,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,11487,0
2019,5,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,33404,45
2019,5,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,24180,1400868
2019,5,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,9447,183287
2019,5,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,553,0
2019,5,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,10299,245258
2019,5,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,923,0
2019,5,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,358,4373380
2019,5,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,9643,0
2019,5,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,1348,878
2019,5,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,19026,1053607
2019,5,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,426276,9839612
2019,5,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2415103,12717159
2019,5,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,148372,4080824
2019,5,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,2533,476
2019,5,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,24179,973248
2019,5,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1666718
2019,5,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,27927,330461
2019,5,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,5342,1344103
2019,5,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,47297,1806544
2019,5,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,63089,1974237
2019,5,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1850015
2019,5,VOLGA DNEPR AIRLINES,VDA,RÃšSSIA,INTERNACIONAL,0,105200
2019,6,AIGLE AZUR,AAF,FRANÃ‡A,INTERNACIONAL,8050,84059
2019,6,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,104316,3582703
2019,6,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,15822,668611
2019,6,ANTONOV COMPANY,ADB,UCRÃ‚NIA,INTERNACIONAL,0,420000
2019,6,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,30265,664991
2019,6,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,59684,1647827
2019,6,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,12416,528302
2019,6,ANDES LINEAS AEREAS,ANS,ARGENTINA,INTERNACIONAL,366,0
2019,6,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,70319,18738
2019,6,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,3761,145
2019,6,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,31759,562101
2019,6,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,38990,562499
2019,6,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,907,0
2019,6,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,105463,1681615
2019,6,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,2025009,7165778
2019,6,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,28179,1514554
2019,6,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,9849,36087
2019,6,AIR CHINA,CCA,CHINA,INTERNACIONAL,6916,204836
2019,6,CONDOR FLUGDIENST GMBH,CFG,ALEMANHA,INTERNACIONAL,3947,3152
2019,6,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,3213475
2019,6,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,88270,108263
2019,6,"21 AIR,LLC",CSB,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,24789
2019,6,CAVOK AIR,CVK,UCRÃ‚NIA,INTERNACIONAL,0,4510
2019,6,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,40092,804234
2019,6,AEROVIAS DAP S/A.,DAP,CHILE,INTERNACIONAL,236,0
2019,6,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,40147,1255981
2019,6,LAN ARGENTINA S.A.,DSM,ARGENTINA,INTERNACIONAL,17380,11540
2019,6,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,7007,160369
2019,6,EDELWEISS AIR AG,EDW,SUÃÃ‡A,INTERNACIONAL,4774,99322
2019,6,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,13172,351098
2019,6,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1110943
2019,6,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,2624780
2019,6,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,2627890,7250766
2019,6,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,164767,181215
2019,6,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,5093166
2019,6,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,31985,901438
2019,6,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2097506
2019,6,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,43766,1371796
2019,6,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1158279
2019,6,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,55414,1141488
2019,6,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,30471,56023
2019,6,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,1763459
2019,6,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,25818,633185
2019,6,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3456762
2019,6,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,5180784
2019,6,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1100222
2019,6,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,966464
2019,6,NORWEGIAN AIR UKÂ LIMITED,NRS,REINO UNIDO,INTERNACIONAL,10249,62682
2019,6,FLYEST LINEAS AÃ‰REAS (EX SOL S.A. LINEAS AEREAS),OLS,ARGENTINA,INTERNACIONAL,288,0
2019,6,ONE AIRLINE S. P. A.,ONS,CHILE,INTERNACIONAL,279,0
2019,6,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1146,31296
2019,6,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,13122,5
2019,6,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,33590,179
2019,6,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,24107,1075872
2019,6,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,9482,158185
2019,6,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,475,0
2019,6,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,9529,203521
2019,6,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,941,0
2019,6,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,115,3605422
2019,6,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,13849,0
2019,6,SKY AIRLINE PERU S.A.C.,SKX,PERU,INTERNACIONAL,230,0
2019,6,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,909,1578
2019,6,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,16994,979492
2019,6,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2266648,11036122
2019,6,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,414672,9009839
2019,6,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,163178,3491424
2019,6,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,4749,2138
2019,6,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,23865,1020179
2019,6,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1505940
2019,6,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,24373,408033
2019,6,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,4930,850754
2019,6,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,42594,1748728
2019,6,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,62062,1971118
2019,6,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1718920
2019,6,VOLGA DNEPR AIRLINES,VDA,RÃšSSIA,INTERNACIONAL,0,40000
2019,7,AIGLE AZUR,AAF,FRANÃ‡A,INTERNACIONAL,8319,92852
2019,7,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,106274,3315424
2019,7,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,17587,704233
2019,7,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,30671,766946
2019,7,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,64275,1674092
2019,7,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,13663,475483
2019,7,ANDES LINEAS AEREAS,ANS,ARGENTINA,INTERNACIONAL,948,0
2019,7,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,82901,16882
2019,7,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,4228,419
2019,7,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,34342,645350
2019,7,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,38043,624285
2019,7,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,1083,0
2019,7,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,2316661,7189514
2019,7,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,145290,1668003
2019,7,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,29572,1387937
2019,7,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,11708,38356
2019,7,AIR CHINA,CCA,CHINA,INTERNACIONAL,6652,242501
2019,7,CONDOR FLUGDIENST GMBH,CFG,ALEMANHA,INTERNACIONAL,4085,23698
2019,7,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,4073741
2019,7,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,97523,112715
2019,7,CONNECT LINHAS AÃ‰REAS S.A. (ANTIGA CONNECT TÃXI AÃ‰REO LTDA.),CNT,BRASIL,DOMÃ‰STICA,0,40518
2019,7,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,41465,721994
