Ano,mes,Empresa (nome),Empresa (sigla),Empresa (pais),Natureza,Passageiros,carga e correio (kg)
2020,10,TRANSPORTES AEREOS BOLIVIANOS,BOL,BOLÃVIA,INTERNACIONAL,0,49549
2020,10,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,4395,26594
2020,10,KALITTA AIR LLC,CKS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,926624
2020,10,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,3164855
2020,10,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,8049,36961
2020,10,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,3321,467656
2020,10,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,9273,763236
2020,10,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,673,17444
2020,10,FLY ALLWAYS N.V.,EDR,SURINAME,INTERNACIONAL,96,2101
2020,10,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,2266,1411073
2020,10,ESTELAR LATINOAMERICANO C.A.,ETR,VENEZUELA,INTERNACIONAL,69,0
2020,10,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2027826
2020,10,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,3375911
2020,10,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,1517359,3141384
2020,10,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,122,0
2020,10,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,7296580
2020,10,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,407,20592
2020,10,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2799572
2020,10,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,8911,2131986
2020,10,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1395673
2020,10,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,12207,992435
2020,10,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,3986470
2020,10,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,43,60696
2020,10,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,6822013
2020,10,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,2913545
2020,10,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1534728
2020,10,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,862691
2020,10,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1988,154873
2020,10,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,8898,107
2020,10,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,41459,0
2020,10,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,7408,2278199
2020,10,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,175,0
2020,10,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,894,2187895
2020,10,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,807,0
2020,10,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,361,1119
2020,10,SOUTHERN AIR INC,SOO,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,972031
2020,10,ASTA LINHAS AÃ‰REAS LTDA ( EX - AMÃ‰RICA DO SUL LINHAS AÃ‰REAS LTDA.),SUL,BRASIL,DOMÃ‰STICA,671,8632
2020,10,"SWIFT AIR,LLC",SWQ,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,64,0
2020,10,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,1928,739820
2020,10,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,20995,4304115
2020,10,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,1180172,11609813
2020,10,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,30432,3164500
2020,10,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,1896,2188418
2020,10,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,2553894
2020,10,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,181,1081470
2020,10,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,4181,1645950
2020,10,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,11125,1967219
2020,10,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2383677
2020,10,VOLGA DNEPR AIRLINES,VDA,RÃšSSIA,INTERNACIONAL,0,7000
2020,10,VIVA AIRLINES PERU SAC,VPE,PERU,INTERNACIONAL,56,0
2020,11,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,10705,1435754
2020,11,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,3547,440474
2020,11,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,1736,110240
2020,11,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,8615,1524614
2020,11,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,9286,827048
2020,11,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,6128,603
2020,11,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,1389,0
2020,11,CRISTALUX S.A (AMASZONAS URUGUAY),AUZ,URUGUAI,INTERNACIONAL,42,0
2020,11,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,4695,49343
2020,11,AIR X CHARTER LTD,AXY,MALTA,INTERNACIONAL,0,11500
2020,11,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,0,92134
2020,11,COMPAÃ‘IA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.,AZN,BOLÃVIA,INTERNACIONAL,2605,0
2020,11,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,26,0
2020,11,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,1650910,10702161
2020,11,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,14078,1138880
2020,11,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,3888,1349562
2020,11,TRANSPORTES AEREOS BOLIVIANOS,BOL,BOLÃVIA,INTERNACIONAL,0,38259
2020,11,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,7956,26742
2020,11,KALITTA AIR LLC,CKS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,795444
2020,11,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,2974590
2020,11,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,14888,63165
2020,11,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,3755,384382
2020,11,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,8607,752969
2020,11,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,797,25338
2020,11,FLY ALLWAYS N.V.,EDR,SURINAME,INTERNACIONAL,201,4748
2020,11,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,2126,2181409
2020,11,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1971466
2020,11,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,3004323
2020,11,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,312,0
2020,11,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,1598896,3118899
2020,11,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,6360782
2020,11,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,2256,117268
2020,11,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,3482553
2020,11,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,9545,2333917
2020,11,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,531926
2020,11,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,13521,671168
2020,11,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,2203,12986
2020,11,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,4065210
2020,11,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,4548,564105
2020,11,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3090192
2020,11,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,6818636
2020,11,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1808325
2020,11,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,1011685
2020,11,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,3388,136427
2020,11,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,4538,127
2020,11,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,INTERNACIONAL,0,0
2020,11,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,46821,0
2020,11,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,7238,2528992
2020,11,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,232,0
2020,11,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,1124,2330201
2020,11,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,2104,0
2020,11,SKY AIRLINE PERU S.A.C.,SKX,PERU,INTERNACIONAL,79,0
2020,11,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,547,2592
2020,11,SOUTHERN AIR INC,SOO,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1528245
2020,11,ASTA LINHAS AÃ‰REAS LTDA ( EX - AMÃ‰RICA DO SUL LINHAS AÃ‰REAS LTDA.),SUL,BRASIL,DOMÃ‰STICA,514,6341
2020,11,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,3061,765701
2020,11,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,37423,5492489
2020,11,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,1485903,11182755
2020,11,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,31927,3507028
2020,11,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,5770,2110583
2020,11,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,2802576
2020,11,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,119,1362618
2020,11,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,4793,1651813
2020,11,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,14696,2237563
2020,11,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2166395
2020,12,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,21682,1251368
2020,12,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,6997,568626
2020,12,ANTONOV COMPANY,ADB,UCRÃ‚NIA,INTERNACIONAL,,","
2020,12,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,4961,239655
2020,12,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,20414,1628543
2020,12,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,12100,1046883
2020,12,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,15507,91622
2020,12,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,7705,54166
2020,12,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,849,259552
2020,12,COMPAÃ‘IA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.,AZN,BOLÃVIA,INTERNACIONAL,4279,0
2020,12,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,189,0
2020,12,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,1863765,12175221
2020,12,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,16836,1255469
2020,12,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,8707,999002
2020,12,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,10823,35405
2020,12,KALITTA AIR LLC,CKS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,679933
2020,12,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,3426722
2020,12,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,27850,51701
2020,12,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,6479,494065
2020,12,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,14454,948413
2020,12,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,1526,34641
2020,12,FLY ALLWAYS N.V.,EDR,SURINAME,INTERNACIONAL,153,3576
2020,12,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,4144,2460472
2020,12,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1972026
2020,12,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,2824895
2020,12,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,2070413,3984197
2020,12,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,652,0
2020,12,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,6364157
2020,12,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,9125,327462
2020,12,JETSMART AIRLINES SPA - CHILE,JAT,CHILE,INTERNACIONAL,186,0
2020,12,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2735380
2020,12,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,20715,2254918
2020,12,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,998390
2020,12,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,19949,716318
2020,12,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,2233,10972
2020,12,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,3838828
2020,12,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,7166,511752
2020,12,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,6182914
2020,12,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,2768693
2020,12,"LYNDEN AIR CARGO,LLC",LYC,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,11769
2020,12,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1637324
2020,12,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,1046638
2020,12,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,6726,180391
2020,12,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,5917,90
2020,12,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,48107,0
2020,12,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,8566,2978917
2020,12,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,145,0
2020,12,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,1647,4618587
2020,12,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,7985,0
2020,12,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,1026,425
2020,12,SOUTHERN AIR INC,SOO,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1344209
2020,12,ASTA LINHAS AÃ‰REAS LTDA ( EX - AMÃ‰RICA DO SUL LINHAS AÃ‰REAS LTDA.),SUL,BRASIL,DOMÃ‰STICA,384,4579
2020,12,"SWIFT AIR,LLC",SWQ,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,44,0
2020,12,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,9095,923683
2020,12,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,1646356,10077034
2020,12,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,56195,4388284
2020,12,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,50873,4000806
2020,12,TRANS GUYANA AIRWAYS,TGY,GUIANA,INTERNACIONAL,40,0
2020,12,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,8581,2256202
2020,12,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,2465279
2020,12,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,0,1723736
2020,12,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,7860,2525779
2020,12,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,20990,2301634
2020,12,UKRAINE AIR ALLIANCE AIRLINES,UKL,UCRÃ‚NIA,INTERNACIONAL,0,14168
2020,12,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2031978
2020,12,VOLGA DNEPR AIRLINES,VDA,RÃšSSIA,INTERNACIONAL,0,46871
